sentence,label,idx,__source_split
huston nails both the glad-handing and the choking sense of hollow despair . ,1,249,validation
one of the more intelligent children 's movies to hit theaters this year . ,1,250,validation
the film tries too hard to be funny and tries too hard to be hip . ,0,251,validation
blanchett 's performance confirms her power once again . ,1,252,validation
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,253,validation
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,254,validation
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,255,validation
rarely has so much money delivered so little entertainment . ,0,256,validation
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,257,validation
`` the time machine '' is a movie that has no interest in itself . ,0,258,validation
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,259,validation
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,260,validation
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,261,validation
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,262,validation
"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,263,validation
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,264,validation
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,265,validation
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,266,validation
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,267,validation
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,268,validation
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,269,validation
dense with characters and contains some thrilling moments . ,1,270,validation
as unseemly as its title suggests . ,1,271,validation
it 's like watching a nightmare made flesh . ,0,272,validation
"minority report is exactly what the title indicates , a report . ",1,273,validation
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,274,validation
"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,275,validation
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,276,validation
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,277,validation
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,278,validation
... with `` the bourne identity '' we return to the more traditional action genre . ,1,279,validation
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,280,validation
chokes on its own depiction of upper-crust decorum . ,0,281,validation
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,282,validation
a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,283,validation
directed in a paint-by-numbers manner . ,0,284,validation
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,285,validation
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,286,validation
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,287,validation
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,288,validation
cool ? ,1,289,validation
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,290,validation
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,291,validation
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,292,validation
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,293,validation
